LANDRY Michelle,Brisbane,Rockhampton,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_LANDRY_Michelle.pdf,Capricornia,QLD,National,Coalition,lower
PITT Keith,Brisbane,Hervey Bay,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_PITT_Keith.pdf,Hinkler,QLD,National,Coalition,lower
EDWARDS Sean,Alice Springs,Adelaide,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_EDWARDS_Sean.pdf,,SA,Liberal,Coalition,senate
FARRELL Don,Melbourne,Canberra,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_FARRELL_Don.pdf,,SA,Labor,Labor,senate
SOUTHCOTT Andrew,Melbourne,Canberra,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_SOUTHCOTT_Andrew.pdf,Boothby,SA,Liberal,Coalition,lower
SOUTHCOTT Andrew,Melbourne,Adelaide,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_SOUTHCOTT_Andrew.pdf,Boothby,SA,Liberal,Coalition,lower
SOUTHCOTT Andrew,Melbourne,Canberra,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_SOUTHCOTT_Andrew.pdf,Boothby,SA,Liberal,Coalition,lower
SOUTHCOTT Andrew,Melbourne,Adelaide,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_SOUTHCOTT_Andrew.pdf,Boothby,SA,Liberal,Coalition,lower
ABETZ Eric,Melbourne,Canberra,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_ABETZ_Eric.pdf,,TAS,Liberal,Coalition,senate
ABETZ Eric,Melbourne,Hobart,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_ABETZ_Eric.pdf,,TAS,Liberal,Coalition,senate
BILYK Catryna,Melbourne,Hobart,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_BILYK_Catryna.pdf,,TAS,Labor,Labor,senate
BILYK Catryna,Melbourne,Hobart,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_BILYK_Catryna.pdf,,TAS,Labor,Labor,senate
BUSHBY David,Melbourne,Canberra,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_BUSHBY_David.pdf,,TAS,Liberal,Coalition,senate
BUSHBY David,Melbourne,Hobart,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_BUSHBY_David.pdf,,TAS,Liberal,Coalition,senate
COLBECK Richard,Melbourne,Canberra,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_COLBECK_Richard.pdf,,TAS,Liberal,Coalition,senate
COLBECK Richard,Melbourne,Devonport,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_COLBECK_Richard.pdf,,TAS,Liberal,Coalition,senate
COLBECK Richard,Melbourne,Canberra,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_COLBECK_Richard.pdf,,TAS,Liberal,Coalition,senate
COLBECK Richard,Melbourne,Devonport,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_COLBECK_Richard.pdf,,TAS,Liberal,Coalition,senate
NIKOLIC Andrew,Melbourne,Launceston,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_NIKOLIC_Andrew.pdf,Bass,TAS,Liberal,Coalition,lower
GOODENOUGH Ian,Melbourne,Perth,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_GOODENOUGH_Ian.pdf,Moore,WA,Liberal,Coalition,lower
KEENAN Michael,Melbourne,Perth,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_KEENAN_Michael.pdf,Stirling,WA,Liberal,Coalition,lower
SMITH Dean,Sydney,Perth,24/04/2014,,,http://www.finance.gov.au/sites/default/files/P34_SMITH_Dean.pdf,,WA,Liberal,Coalition,senate
SHORTEN Bill,Melbourne,Canberra,25/04/2014,$217.51,,http://www.finance.gov.au/sites/default/files/P34_SHORTEN_Bill.pdf,Maribyrnong,VIC,Labor,Labor,lower
SHORTEN Bill,Canberra,Melbourne,25/04/2014,$217.51,,http://www.finance.gov.au/sites/default/files/P34_SHORTEN_Bill.pdf,Maribyrnong,VIC,Labor,Labor,lower
PRATT Louise,Perth,Broome,25/04/2014,$263.79,,http://www.finance.gov.au/sites/default/files/P34_PRATT_Louise.pdf,,WA,Labor,Labor,senate
BISHOP Bronwyn,Canberra,Sydney,25/04/2014,$281.42,,http://www.finance.gov.au/sites/default/files/P34_BISHOP_Bronwyn.pdf,Mackellar,NSW,Liberal,Coalition,lower
PRICE Melissa,Geraldton,Perth,25/04/2014,$368.18,,http://www.finance.gov.au/sites/default/files/P34_PRICE_Melissa.pdf,Durack,WA,Liberal,Coalition,lower
HANSON-YOUNG Sarah,Canberra,Adelaide,25/04/2014,$459.98,,http://www.finance.gov.au/sites/default/files/P34_HANSON-YOUNG_Sarah.pdf,,SA,Greens,Greens,senate
HOGG John,Canberra,Sydney,25/04/2014,$470.24,,http://www.finance.gov.au/sites/default/files/P34_HOGG_John.pdf,,QLD,Labor,Labor,senate
HOGG John,Canberra,Sydney,25/04/2014,$470.24,,http://www.finance.gov.au/sites/default/files/P34_HOGG_John.pdf,,QLD,Labor,Labor,senate
CONROY Stephen,Canberra,Melbourne,25/04/2014,$491.54,,http://www.finance.gov.au/sites/default/files/P34_CONROY_Stephen.pdf,,VIC,Labor,Labor,senate
SHORTEN Bill,Melbourne,Canberra,25/04/2014,$491.54,,http://www.finance.gov.au/sites/default/files/P34_SHORTEN_Bill.pdf,Maribyrnong,VIC,Labor,Labor,lower
SHORTEN Bill,Canberra,Melbourne,25/04/2014,$491.54,,http://www.finance.gov.au/sites/default/files/P34_SHORTEN_Bill.pdf,Maribyrnong,VIC,Labor,Labor,lower
TILLEM Mehmet,Canberra,Melbourne,25/04/2014,$491.54,,http://www.finance.gov.au/sites/default/files/P34_TILLEM_Mehmet.pdf,,VIC,Labor,Labor,senate
PERIS Nova,Darwin,Alice Springs,25/04/2014,$510.94,,http://www.finance.gov.au/sites/default/files/P34_PERIS_Nova.pdf,,NT,Labor,Labor,senate
PERIS Nova,Darwin,Alice Springs,25/04/2014,$510.94,,http://www.finance.gov.au/sites/default/files/P34_PERIS_Nova.pdf,,NT,Labor,Labor,senate
CARR Kim,Canberra,Melbourne,25/04/2014,$563.01,,http://www.finance.gov.au/sites/default/files/P34_CARR_Kim.pdf,,VIC,Labor,Labor,senate
BIRMINGHAM Simon,Sydney,Adelaide,25/04/2014,$775.05,,http://www.finance.gov.au/sites/default/files/P34_BIRMINGHAM_Simon.pdf,,SA,Liberal,Coalition,senate
RUSTON Anne,Adelaide,Sydney,25/04/2014,$775.05,,http://www.finance.gov.au/sites/default/files/P34_RUSTON_Anne.pdf,,SA,Liberal,Coalition,senate
BISHOP Mark,Canberra,Sydney,25/04/2014,"$1,045.16",,http://www.finance.gov.au/sites/default/files/P34_BISHOP_Mark.pdf,,WA,Labor,Labor,senate
BISHOP Mark,Canberra,Sydney,25/04/2014,"$1,045.16",,http://www.finance.gov.au/sites/default/files/P34_BISHOP_Mark.pdf,,WA,Labor,Labor,senate
CORMANN Mathias,Canberra,Perth,25/04/2014,"$1,515.30",,http://www.finance.gov.au/sites/default/files/P34_CORMANN_Mathias0.pdf,,WA,Liberal,Coalition,senate
CORMANN Mathias,Canberra,Perth,25/04/2014,"$1,515.30",,http://www.finance.gov.au/sites/default/files/P34_CORMANN_Mathias0.pdf,,WA,Liberal,Coalition,senate
