ABBOTT Tony,10/11/2012,Sydney,Canberra,-$246.68,http://www.finance.gov.au/sites/default/files/P32_ABBOTT_Tony_0.pdf
ABBOTT Tony,31/07/2012,Melbourne,Launceston,$145.00,http://www.finance.gov.au/sites/default/files/P32_ABBOTT_Tony_0.pdf
ABBOTT Tony,31/07/2012,Launceston,Melbourne,,http://www.finance.gov.au/sites/default/files/P32_ABBOTT_Tony_0.pdf
ABBOTT Tony,24/06/2012,Melbourne,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,23/06/2012,Sydney,Melbourne,"$1,149.80",http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,22/06/2012,Melbourne,Sydney,$574.90,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,17/06/2012,Sydney,Canberra,$749.14,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,14/06/2012,Adelaide,Melbourne,"$1,151.16",http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,13/06/2012,Brisbane,Adelaide,$546.64,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,13/06/2012,Brisbane,Adelaide,"$1,012.80",http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,12/06/2012,Sydney,Brisbane,$358.12,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,08/06/2012,Melbourne,Sydney,$574.90,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,06/06/2012,Sydney,Melbourne,$574.90,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,04/06/2012,Sydney,Coolangatta,$454.36,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,04/06/2012,Coolangatta,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,01/06/2012,Melbourne,Sydney,$574.90,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,31/05/2012,Canberra,Melbourne,$505.92,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,24/05/2012,Canberra,Sydney,$243.22,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,21/05/2012,Sydney,Canberra,$243.22,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,20/05/2012,Melbourne,Sydney,$574.90,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,19/05/2012,Sydney,Melbourne,$334.55,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,17/05/2012,Melbourne,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,16/05/2012,Brisbane,Melbourne,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,14/05/2012,Sydney,Brisbane,"$2,110.96",http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,11/05/2012,Canberra,Sydney,$243.22,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,10/05/2012,Sydney,Canberra,$413.21,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,07/05/2012,Sydney,Canberra,$243.22,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,01/05/2012,Perth,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,29/04/2012,Sydney,Perth,"$2,079.77",http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,28/04/2012,Sydney,Melbourne,$863.31,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,28/04/2012,Melbourne,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,28/04/2012,Melbourne,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,26/04/2012,Adelaide,Melbourne,$879.74,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,25/04/2012,Canberra,Sydney,$243.22,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
