EGGLESTON Alan,Esperance,Perth,17/08/2013,,,,http://www.finance.gov.au/sites/default/files/P34_EGGLESTON_Alan.pdf
EGGLESTON Alan,Esperance,Perth,17/08/2013,,,,http://www.finance.gov.au/sites/default/files/P34_EGGLESTON_Alan.pdf
CROSSIN Trish,Alice Springs,,18/08/2013,20/08/2013,$198.65,,http://www.finance.gov.au/sites/default/files/P34_CROSSIN_Trish.pdf
HANSON-YOUNG Sarah,Mount Gambier,,20/08/2013,,$82.66,,http://www.finance.gov.au/sites/default/files/P35_HANSON-YOUNG_Sarah.pdf
HANSON-YOUNG Sarah,Adelaide,Mount Gambier,20/08/2013,,"$8,335.45",,http://www.finance.gov.au/sites/default/files/P35_HANSON-YOUNG_Sarah.pdf
HANSON-YOUNG Sarah,Mount Gambier,Adelaide,20/08/2013,,,,http://www.finance.gov.au/sites/default/files/P35_HANSON-YOUNG_Sarah.pdf
KING Catherine,Gladstone,Thangool,21/08/2013,,"$1,230.00",,http://www.finance.gov.au/sites/default/files/P34_KING_Catherine.pdf
KING Catherine,Thangool,Gladstone,21/08/2013,,,,http://www.finance.gov.au/sites/default/files/P34_KING_Catherine.pdf
ENTSCH Warren,Thursday Island,Horn Island,22/08/2013,,$20.45,,http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf
PRATT Louise,Geraldton,,22/08/2013,23/08/2013,$66.34,,http://www.finance.gov.au/sites/default/files/P35_PRATT_Louise.pdf
LEY Sussan,Broken Hill,Mildura,23/08/2013,24/08/2013,$571.45,,http://www.finance.gov.au/sites/default/files/P34_LEY_Sussan.pdf
BOYCE Sue,Cairns,,26/08/2013,27/08/2013,$158.90,,http://www.finance.gov.au/sites/default/files/P34_BOYCE_Sue.pdf
PARRY Stephen,Launceston,,26/08/2013,27/08/2013,$210.65,,http://www.finance.gov.au/sites/default/files/P34_PARRY_Stephen.pdf
TRUSS Warren,Sydney,Canberra,29/08/2013,,-$588.18,"<i>*</i>",http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf
TRUSS Warren,Sydney,Canberra,29/08/2013,,-$588.18,"<i>*</i>",http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf
BACK Chris,Kalgoorlie,,30/08/2013,31/08/2013,$115.79,,http://www.finance.gov.au/sites/default/files/P34_BACK_Chris.pdf
BACK Chris,Albany,,31/08/2013,01/09/2013,$89.54,,http://www.finance.gov.au/sites/default/files/P34_BACK_Chris.pdf
O'DOWD Ken,Rockhampton,Gladstone,31/08/2013,01/09/2013,$223.56,,http://www.finance.gov.au/sites/default/files/P34_O'DOWD_Ken.pdf
LUDLAM Scott,Perth,Margaret River,01/09/2013,,"$1,900.00",,http://www.finance.gov.au/sites/default/files/P34_LUDLAM_Scott.pdf
MOORE Claire,Horn Island,Boigu Island,03/09/2013,,"$7,850.00",,http://www.finance.gov.au/sites/default/files/P34_MOORE_Claire.pdf
MOORE Claire,Boigu Island,Mabuiag Island,03/09/2013,,,,http://www.finance.gov.au/sites/default/files/P34_MOORE_Claire.pdf
MOORE Claire,Mabuiag Island,Horn Island,03/09/2013,,,,http://www.finance.gov.au/sites/default/files/P34_MOORE_Claire.pdf
KELLY Mike,Merimbula,,04/09/2013,,$107.19,,http://www.finance.gov.au/sites/default/files/P34_KELLY_Mike.pdf
BACK Chris,Kalgoorlie,,04/09/2013,08/09/2013,$495.73,,http://www.finance.gov.au/sites/default/files/P34_BACK_Chris.pdf
KELLY Mike,Canberra,Merimbula,04/09/2013,,"$1,838.27",,http://www.finance.gov.au/sites/default/files/P34_KELLY_Mike.pdf
KELLY Mike,Merimbula,Canberra,04/09/2013,,,,http://www.finance.gov.au/sites/default/files/P34_KELLY_Mike.pdf
MOORE Claire,Horn Island,Yam Island,04/09/2013,,,,http://www.finance.gov.au/sites/default/files/P34_MOORE_Claire.pdf
MOORE Claire,Yam Island,Sue Island,04/09/2013,,,,http://www.finance.gov.au/sites/default/files/P34_MOORE_Claire.pdf
MOORE Claire,Sue Island,Horn Island,04/09/2013,,,,http://www.finance.gov.au/sites/default/files/P34_MOORE_Claire.pdf
MOORE Claire,Horn Island,Dajarra,05/09/2013,,,,http://www.finance.gov.au/sites/default/files/P34_MOORE_Claire.pdf
MOORE Claire,Dajarra,Kubin Island,05/09/2013,,,,http://www.finance.gov.au/sites/default/files/P34_MOORE_Claire.pdf
